v1,v2,language,source
spam,-Pls స్టాప్ బూటీడెలియస్ (32/ఎఫ్) మిమ్మల్ని ఆమె స్నేహితుడిగా ఆహ్వానిస్తోంది.ప్రత్యుత్తరం అవును -434 లేదా NO-434 ఆమెను చూడండి: www.sms.ac/u/bootydelious stop?62468 కు స్టాప్‌ను పంపండి,Telugu,Google
spam,"మీ ఆర్డర్ దారిలో ఉంది.U సేవను స్వీకరించాలి msg 2 డౌన్‌లోడ్ ఉర్ కంటెంట్‌ను డౌన్‌లోడ్ చేయండి.మీరు చేయకపోతే, వాప్‌కు వెళ్లండి.బ్యాంగ్బ్.ఉర్ మొబైల్ ఇంటర్నెట్/సేవా మెనులో టీవీ",Telugu,Google
spam,అత్యవసరం!మేము మిమ్మల్ని సంప్రదించడానికి ప్రయత్నిస్తున్నాము.గత వారాంతాల డ్రా మీరు Å £ 900 బహుమతిని గెలుచుకున్నారని చూపిస్తుంది.09061701939 కు కాల్ చేయండి. క్లెయిమ్ కోడ్ S89.చెల్లుబాటు అయ్యే 12 గంటలు మాత్రమే,Telugu,Google
ham,గొప్ప ఎస్కేప్.నేను వంతెనను ఇష్టపడుతున్నాను కాని ఆమె లాగర్ అవసరం.టోమో చూడండి,Telugu,Google
ham,అవును :) ఇది పూర్తిగా రూపంలో ఉంది :) క్లార్క్ కూడా వ్యర్థాలను పూర్తిగా.,Telugu,Google
ham,"సర్, నాకు యాక్సిస్ బ్యాంక్ ఖాతా నో మరియు బ్యాంక్ చిరునామా అవసరం.",Telugu,Google
ham,"హమ్మయ్య .. హాప్ ఆర్డ్ చేయడానికి ఖచ్చితంగా సమయం వచ్చింది ... యా, 4 ఉచిత అబ్ట్ వెళ్ళవచ్చు ... లియావో గురించి చర్చించడానికి ముజ్ కాల్ చేయండి ...",Telugu,Google
ham,మీరు తరువాత ఏ సమయంలో వస్తారు?,Telugu,Google
ham,"బ్లడీ హెల్, మీరు నా ఇంటిపేరు MR ను మరచిపోయారని నమ్మలేరు.అనారోగ్యంతో మీకు ఒక క్లూ ఇవ్వండి, దాని స్పానిష్ మరియు m తో ప్రారంభమవుతుంది ...",Telugu,Google
ham,"బాగా, నేను ఇప్పుడు నా స్నానం పూర్తి చేయబోతున్నాను.మంచి ... మంచి రాత్రి.",Telugu,Google
ham,"మీకు డబ్బు వచ్చినప్పుడు నాకు తెలియజేయండి, కాబట్టి కార్లోస్ కాల్ చేయవచ్చు",Telugu,Google
ham,మీరు ఇంకా మాల్‌కు వెళ్తున్నారా?,Telugu,Google
ham,"నా స్నేహితులు మొత్తం ప్రదర్శన కోసం బస చేస్తున్నారు మరియు తిరిగి రాదు ~ & lt;#& gt;, కాబట్టి సంకోచించకండి మరియు ఆ $ & lt;#& gt;విలువ",Telugu,Google
ham,"ఆమెకు టెక్స్ట్ చేయండి.ఆమె సమాధానం ఇవ్వకపోతే నాకు తెలియజేయండి, అందువల్ల నేను ఆమె లాగిన్ చేయగలను",Telugu,Google
ham,హాయ్!మీరు ఇప్పుడే మనీషా V తో మాట్లాడారు. మీరు అనుభవంతో సంతృప్తి చెందారా అని మేము తెలుసుకోవాలనుకుంటున్నాము.ప్రత్యుత్తరం టోల్ ఫ్రీతో అవును లేదా లేదు.,Telugu,Google
ham,మీరు డబ్బు ఆఫర్‌తో నా ఆశలను ఎత్తివేసారు.నాకు అవసరం ఉంది.ముఖ్యంగా నెల ముగింపు సమీపిస్తున్నప్పుడు మరియు అది నా అధ్యయనాన్ని బాధిస్తుంది.ఏమైనప్పటికీ GR8 వారాంతం ఉంది,Telugu,Google
ham,Lol లేదు.U నన్ను నమ్మవచ్చు.,Telugu,Google
ham,సరే.నేను పెద్దమనిషిని మరియు మిమ్మల్ని గౌరవంగా మరియు గౌరవంతో చూస్తాను.,Telugu,Google
ham,"అతను చేస్తాడు, మీరు అబ్బాయిలు దగ్గరగా ఉన్నారా?",Telugu,Google
ham,గొప్పగా ఏమీ లేదు.,Telugu,Google
ham,హలో హ్యాండ్సమ్!మీరు ఆ ఉద్యోగాన్ని కనుగొంటున్నారా?సోమరితనం కాదా?మమ్మీ కోసం ఆ నెట్‌ను తిరిగి పొందడానికి పని చేస్తున్నారా?ఇప్పుడు నా బాయ్‌టోయ్ ఎక్కడ ఉంది?అతను నన్ను కోల్పోతాడా?,Telugu,Google
ham,"హా అద్భుతం, ఒక నిమిషంలో అక్కడ ఉండండి",Telugu,Google
spam,"దయచేసి మా కస్టమర్ సర్వీస్ ప్రతినిధిని ఫ్రీఫోన్ 0808 145 4742 లో 9 am-11pm మధ్య కాల్ చేయండి, ఎందుకంటే మీరు హామీ ఇచ్చిన Å £ 1000 నగదు లేదా Å £ 5000 బహుమతిని గెలుచుకున్నారు!",Telugu,Google
ham,నేను ఇంటికి చేరుకున్నాను.నేను మొదట స్నానం చేస్తాను.కానీ నా సిస్ నెట్ ఉపయోగించి ఆమె k పూర్తి చేసినప్పుడు మీకు చెప్పండి ...,Telugu,Google
spam,మీరు తగినంతగా ఉన్నారా?ఆగస్టు 30 నుండి తెలుసుకోండి.www.areyouunique.co.uk,Telugu,Google
